,Author ID,Position,Country,Continent,Author name,Organization,Code,Region,Income group
6672,8617722400,Co-author,DEU,Europe,Heublein S.,"Department of Gynecology and Obstetrics, Heidelberg University Hospital, Department of Gynecology and Obstetrics, Halle University",DEU,Europe & Central Asia,High income
6673,8617998100,Co-author,NLD,Europe,Van Der Schaaf M.F.,"Center for Research and Development of Education, University Medical Center",NLD,Europe & Central Asia,High income
6674,8618769800,First Author,BRA,South America,Francischetti I.,"Center for Medical Education and Educational Research Charité - Universitätsmedizin Berlin, Dean?s Office of Study Affairs, Campus Charité Mitte, Marília Medical School, Faculdade de Medicina de Marília - FAMEMA",BRA,Latin America & Caribbean,Upper middle income
6675,8621765000,Co-author,IRL,Europe,Irving K.,"Department of Nursing, Dublin City University",IRL,Europe & Central Asia,High income
6676,8622267700,First Author,ESP,Europe,Veses V.,"Department of Biomedical Sciences, Faculty of Health Sciences, Universidad Cardenal Herrera, CEU Universities",ESP,Europe & Central Asia,High income
6677,8622648300,Co-author,GBR,Europe,Samworth R.J.,"Bristol Medical School, University of Bristol",GBR,Europe & Central Asia,High income
6678,8623289300,Co-author,USA,North America,Donato A.A.,"Drexel University College of Medicine, Tower Health, Reading Hospital",USA,North America,High income
6679,8623577400,Co-author,SWE,Europe,Jayaram-Lindström N.,"Department of Clinical Neuroscience, Centre for Psychiatry Research, Karolinska Institute & Stockholm Health Care Services, Stockholm County Council",SWE,Europe & Central Asia,High income
6680,8623906900,Co-author,CAN,North America,Stromer J.N.,"W21C, Faculty of Medicine, University of Calgary",CAN,North America,High income
6681,8623990000,Co-author,MEX,North America,García-Saisó S.,Secretaría de Salud,MEX,Latin America & Caribbean,Upper middle income
6682,8626098900,Co-author,USA,North America,Schwartz R.M.,"Institute for Translational Epidemiology and Department of Population Health Science and Policy, Icahn School of Medicine, 1 Gustave L. Levy Place, Department of Occupational Medicine, Epidemiology and Prevention, Zucker School of Medicine",USA,North America,High income
6683,8627129300,Co-author,DEU,Europe,Then C.,"Department of Internal Medicine, University Hospital, Ludwig-Maximilian University, LMU",DEU,Europe & Central Asia,High income
6684,8627242700,Co-author,USA,North America,Honig J.,Columbia University School of Nursing,USA,North America,High income
6685,8628583100,First Author,NLD,Europe,Patiwael J.A.,"Amsterdam UMC, Vrije Universiteit Amsterdam, Faculty of Medicine",NLD,Europe & Central Asia,High income
6686,8629103400,Co-author,GBR,Europe,Mitchell C.,"Academic Unit of Medical Education, Sam Fox House, Northern General Hospital",GBR,Europe & Central Asia,High income
6687,8629750900,Co-author,BWA,Africa,Seloilwe E.,"School of Nursing, University of Botswana",BWA,Sub-Saharan Africa,Upper middle income
6688,8629956900,Co-author,FRA,Europe,Ceccaldi P.-F.,"Université de Paris, Simulation department, iLumens Paris Nord, Medical School",FRA,Europe & Central Asia,High income
6689,8631048100,Co-author,AUS,Oceania,Lipworth W.,"Centre for Values, Ethics and the Law in Medicine, VELiM, University of Sydney",AUS,East Asia & Pacific,High income
6690,8631365900,First Author,EGY,Africa,Badrawi N.,"Supreme Council of Universities & Faculty of Medicine, FOM, Cairo University",EGY,Middle East & North Africa,Lower middle income
6691,8632253700,Co-author,AUT,Europe,Sauseng W.,"Department of Pediatrics, Complutense University",AUT,Europe & Central Asia,High income
6692,8632273800,First Author,GBR,Europe,Bleakley A.,Plymouth University Peninsula Schools of Medicine and Dentistry,GBR,Europe & Central Asia,High income
6693,8632293200,First Author,CAN,North America,Peeler J.,"Department of Human Anatomy and Cell Science, Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba, 745 Bannatyne Ave, Pan Am Clinic Foundation",CAN,North America,High income
6694,8632480100,Co-author,TWN,Asia,Chang J.T.-C.,"Department of Radiation Oncology, Proton and Radiation Therapy Center, Chang Gung Memorial Hospital",TWN,East Asia & Pacific,High income
6695,8633007000,Co-author,CAN,North America,Tousignant-Laflamme Y.,"School of Rehabilitation, Faculty of Medicine and Health Sciences",CAN,North America,High income
6696,8634947000,Co-author,TUR,Asia,Köroğlu Ö.A.,"Division of Neonatology, Department of Paediatrics, Faculty of Medicine, Ege University",TUR,Europe & Central Asia,Upper middle income
6697,8635158800,Co-author,COD,Africa,Swaroop M.,"Research Department, Association of Future African Neurosurgeons",COD,Sub-Saharan Africa,Low income
6698,8635204500,Co-author,IRL,Europe,Boland J.,,IRL,Europe & Central Asia,High income
6699,8635219900,First Author,GBR,Europe,Mirshekar-Syahkal B.,Norwich University Hospital,GBR,Europe & Central Asia,High income
6700,8635872200,Co-author,DNK,Europe,Lomborg K.,"Department of Education, Copenhagen University Hospital - Steno Diabetes Center Copenhagen, Borgmester Ib Juuls Vej 83, Department of Clinical Medicine, University of Copenhagen, Complication Research, Copenhagen University Hospital, Steno Diabetes Center",DNK,Europe & Central Asia,High income
6701,8636133300,First Author,USA,North America,Walker D.,"Institute for Global Health Sciences, University of California",USA,North America,High income
6702,8636226400,Co-author,TWN,Asia,Kuo C.-L.,"Department of Allied Health Education, Digital Learning, National Taipei University of Nursing and Health Sciences",TWN,East Asia & Pacific,High income
6703,8637103800,Co-author,CAN,North America,Lanting B.,"Schulich School of Medicine & Dentistry, University of Western Ontario, N6A 5C1, ON, London Health Sciences",CAN,North America,High income
6704,8638034000,Co-author,FRA,Europe,Genieys W.,Sciences Po–CEE,FRA,Europe & Central Asia,High income
6705,8639839500,Co-author,USA,North America,Wipfli H.,"Institute of Global Health, Keck School of Medicine, University of Southern California",USA,North America,High income
6706,8640136900,Co-author,USA,North America,Tande A.J.,"Infectious Diseases and Occupational Medicine, Mayo Clinic",USA,North America,High income
6707,8640585100,Co-author,KOR,Asia,Kim S.J.,"Department of Psychiatry, Samsung Medical Center, Sungkyunkwan University, School of Medicine, Department of Medical Science, Seoul National University, College of Medicine",KOR,East Asia & Pacific,High income
6708,8640825600,First Author,CAN,North America,Myhre D.,"Cumming School of Medicine, University of Calgary",CAN,North America,High income
6709,8640825700,First Author,CAN,North America,Armson H.,"Department of Family Medicine, Office of Continuing Medical Education and Professional Development, Cumming School of Medicine, University of Calgary",CAN,North America,High income
6710,8640886400,First Author,DEU,Europe,Kocalevent R.,"Polyclinic of Primary Medical Care, University Medical Centre",DEU,Europe & Central Asia,High income
6711,8640900700,Co-author,IRQ,Asia,Alsheikh G.,"College of Medicine, Tikrit University, TUCOM",IRQ,Middle East & North Africa,Upper middle income
6712,8641717600,Co-author,GBR,Europe,Swales C.,"Oxford University Medical School, University of Oxford",GBR,Europe & Central Asia,High income
6713,8641726800,Co-author,ITA,Europe,Rotolo N.,"Center for Thoracic Surgery, Department of Medicine and Surgery, University of Insubria, Center for Minimally Invasive Surgery, Department of Medicine and Surgery, University of Insubria",ITA,Europe & Central Asia,High income
6714,8642372600,Co-author,TWN,Asia,Chi C.-C.,"Department of Dermatology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University",TWN,East Asia & Pacific,High income
6715,8642947500,Co-author,AUS,Oceania,Stacey S.,"School of Pharmacy, The University of Queensland",AUS,East Asia & Pacific,High income
6716,8643018200,Co-author,USA,North America,Payne A.S.,"University of Pennsylvania, Perelman School of Medicine",USA,North America,High income
6717,8643416200,Co-author,CAN,North America,Cole G.,"Royal College of Physicians and Surgeons of Canada, ON",CAN,North America,High income
6718,8644240000,Co-author,SWE,Europe,Broberger E.,"Department for Neurobiology, Care Sciences, Society, Division of Nursing, Karolinska Institutet",SWE,Europe & Central Asia,High income
6719,8644514600,First Author,TZA,Africa,Mloka D.,"Pharmaceutical Microbiology, Muhimbili University of Health and Allied Sciences",TZA,Sub-Saharan Africa,Lower middle income
6720,8644679200,Co-author,USA,North America,Munyon R.,"Health Systems Science Academy, Penn State College of Medicine",USA,North America,High income
6721,8646480100,Co-author,USA,North America,Ariansen J.L.,North Carolina Central University,USA,North America,High income
6722,8646883700,Co-author,USA,North America,Hathaway J.C.,"Patient Education Research, Mayo Clinic College of Medicine and Science",USA,North America,High income
6723,8647631800,Co-author,GBR,Europe,Martin G.,"THIS Institute, The Healthcare Improvement Studies Institute, University of Cambridge, Cambridge Biomedical Campus",GBR,Europe & Central Asia,High income
6724,8647812300,Co-author,CAN,North America,Ahmed Z.,"Department of Medicine, Ottawa University",CAN,North America,High income
6725,8650400400,First Author,DEU,Europe,Kaspar R.,"Department of Educational Quality and Assessment, German Institute for International Educational Research, Schloßstraße 29, Frankfurt am Main, Interdisciplinary Ageing Research, Goethe University",DEU,Europe & Central Asia,High income
6726,8650611200,Co-author,CAN,North America,Nickell L.,"University of Toronto, ON",CAN,North America,High income
6727,8651142800,Co-author,USA,North America,Stelljes L.A.,Baylor College of Medicine,USA,North America,High income
6728,8651553500,First Author,GBR,Europe,Watmough S.,"Institute of Learning and Teaching, University of Liverpool",GBR,Europe & Central Asia,High income
6729,8654975700,Co-author,GBR,Europe,Herrick T.,"SFHEA School of Education, The University of Sheffield",GBR,Europe & Central Asia,High income
6730,8655687500,Co-author,BEL,Europe,Berrevoet F.,"Department of General and Hepatobiliary Surgery, Liver Transplantation, Ghent University Hospital",BEL,Europe & Central Asia,High income
6731,8656194900,First Author,USA,North America,Dohrenwend A.M.,St. Joseph Mercy Health System,USA,North America,High income
6732,8656311200,Co-author,USA,North America,Nambudiri V.E.,"Department of Dermatology, Harvard Medical School, Brigham and Women's Hospital",USA,North America,High income
6733,8656937000,Co-author,NLD,Europe,Pierie J.-P.E.N.,"University of Groningen, University Medical Center, Department of Surgery, Medical Center",NLD,Europe & Central Asia,High income
6734,8656937200,Co-author,USA,North America,Hoff C.,Department of Surgery,USA,North America,High income
6735,8659650800,Co-author,HRV,Europe,Likic R.,"Unit of Clinical Pharmacology, Department of Internal Medicine, University Hospital Centre Zagreb, University of Zagreb School of Medicine, 12 Kišpatićeva St, 10 000",HRV,Europe & Central Asia,High income
6736,8659870300,Co-author,THA,Asia,Chotirosniramit N.,"the Royal College of Surgeons, Department of Surgery, Faculty of Medicine, Chiang Mai University",THA,East Asia & Pacific,Upper middle income
6737,8660244700,Co-author,USA,North America,Milstone A.M.,"Department of Pediatrics, Johns Hopkins University School of Medicine",USA,North America,High income
6738,8661494500,Co-author,ESP,Europe,García Vivar C.,"Department of Health Sciences, Public University of Navarra",ESP,Europe & Central Asia,High income
6739,8662304600,Co-author,NZL,Oceania,Mei L.,"Department of Oral Sciences, Faculty of Dentistry, University of Otago",NZL,East Asia & Pacific,High income
6740,8663331300,Co-author,LKA,Asia,Marasinghe R.B.,"Department of Medical Education, Faculty of Medical Sciences, University of Sri Jayewardenepura",LKA,South Asia,Lower middle income
6741,8663641000,First Author,TWN,Asia,Huang C.-D.,"Chang Gung Medical Education Research Centre, CGMERC, Chang Gung Memorial Hospital, Department of Thoracic Medicine, Chang Gung Memorial Hospital, Chang Gung University College of Medicine, Department of Medical Education, Chang Gung Memorial Hospital, Department of Thoracic Medicine, Chang Gung Medical Education Research Centre, CGMERC, Chang Gung Memorial Hospital",TWN,East Asia & Pacific,High income
6742,8664339800,Co-author,TUR,Asia,Sancar M.,"Department of Clinical Pharmacy, Marmara University, Faculty of Pharmacy",TUR,Europe & Central Asia,Upper middle income
6743,8666819000,Co-author,USA,North America,Boyd C.,"Division of Geriatric Medicine and Gerontology, Department of Medicine, Johns Hopkins University School of Medicine, Mason F. Lord Building Center Tower",USA,North America,High income
6744,8668176600,Co-author,IRL,Europe,Coffey A.,"Department of Nursing and Midwifery, University of Limerick",IRL,Europe & Central Asia,High income
6745,8671796800,Co-author,USA,North America,Sabin J.A.,"Department of Biomedical Informatics and Medical Education, University of Washington",USA,North America,High income
6746,8672581300,Co-author,JPN,Asia,Tokuda Y.,"Muribushi Okinawa Center for Teaching Hospitals, Tokyo Foundation for Policy Research",JPN,East Asia & Pacific,High income
6747,8672910700,First Author,TWN,Asia,Jenq C.-C.,"Medical Education Research Center, Chang Gung Memorial Hospital Linkou Medical Center, Chang Gung University College of Medicine, Department of Nephrology, Chang Gung Memorial Hospital Linkou Medical Center, Chang Gung University College of Medicine",TWN,East Asia & Pacific,High income
6748,8673936900,Co-author,USA,North America,Donald Combs C.,"School of Health Professions, Eastern Virginia Medical School",USA,North America,High income
6749,8674367100,First Author,AUS,Oceania,Croker A.,"Faculty of Health and Medicine, University of Newcastle",AUS,East Asia & Pacific,High income
6750,8674392700,Co-author,CAN,North America,Thurgur L.,"Department of Emergency Medicine, Royal College Emergency Medicine Residency Program, University of Ottawa",CAN,North America,High income
6751,8675114200,Co-author,BEL,Europe,Dierickx K.,"Department of public health, Faculty of Medicine, KU Leuven",BEL,Europe & Central Asia,High income
6752,8676012700,Co-author,CHN,Asia,Zhu H.,Nantong University,CHN,East Asia & Pacific,Upper middle income
6753,8677984600,Co-author,GBR,Europe,Gormley K.,"Queen’s University Belfast, School of Nursing and Midwifery",GBR,Europe & Central Asia,High income
6754,8679504500,First Author,KWT,Asia,Abu Al-Melh M.M.,"Department of Developmental and Preventive Sciences, Orthodontics, Faculty of Dentistry, Health Sciences Center, Kuwait University",KWT,Middle East & North Africa,High income
6755,8679934700,First Author,GBR,Europe,Goodwin D.,"Lancaster Medical School, Furness College, Lancaster University",GBR,Europe & Central Asia,High income
6756,8681942500,First Author,USA,North America,Repp A.B.,"Division of Hospital Medicine, Department of Medicine, University of Vermont, College of Medicine",USA,North America,High income
6757,8682119200,First Author,AUT,Europe,Wagner-Menghin M.,"Department of Medical Education, DEMAW, Medical University of Vienna",AUT,Europe & Central Asia,High income
6758,8682480800,Co-author,JPN,Asia,Nakayama T.,"Department of Health Informatics, Graduate School of Medicine, School of Public Health, Kyoto University",JPN,East Asia & Pacific,High income
6759,8683936400,Co-author,USA,North America,Graves K.,"Division of Cancer Prevention and Control, Lombardi Comprehensive Cancer Center, Georgetown University Medical Center",USA,North America,High income
6760,8684239900,Co-author,EGY,Africa,El-Wazir Y.,Suez Canal University,EGY,Middle East & North Africa,Lower middle income
6761,8685624100,Co-author,USA,North America,Flower K.B.,"Department of Pediatrics, University of North Carolina",USA,North America,High income
6762,8686318300,Co-author,ZAF,Africa,Gaede B.,"Department of Family Medicine, University of Kwazulu Natal",ZAF,Sub-Saharan Africa,Upper middle income
6763,8687983900,Co-author,USA,North America,Whittington K.B.,"American Association for the Advancement of Science, Office of Research on Women's Health, National Institutes of Health, Department of Sociology, Reed College",USA,North America,High income
6764,8688283300,First Author,USA,North America,Taylor D.K.,"Hurley Medical Center, Michigan State College of Human Medicine, One Hurley Plaza",USA,North America,High income
6765,8688716300,Co-author,IRN,Asia,Asghari F.,"Medical Ethics and History of Medicine Research Center, Tehran University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
6766,8688892300,Co-author,USA,North America,Gulati M.,University of Arizona,USA,North America,High income
6767,8691727400,Co-author,CHN,Asia,Xu S.,"Department of Emergency Medicine, the Second Affiliated Hospital of Zhejiang University School of Medicine",CHN,East Asia & Pacific,Upper middle income
6768,8691727800,Co-author,PHL,Asia,Zhang M.,Emergency Department,PHL,East Asia & Pacific,Lower middle income
6769,8692034700,Co-author,AUT,Europe,Lex K.M.,"Palliative Care Research Hub, WHO Collaborating Centre, the Institute of Nursing Science and Practice, Paracelsus Medical University",AUT,Europe & Central Asia,High income
6770,8692218900,Co-author,USA,North America,Roget N.,University of Nevada,USA,North America,High income
6771,8692455200,First Author,USA,North America,Kelly-Blake K.,"Center for Ethics and Humanities, the Life Sciences, College of Human Medicine, Michigan State University, Department of Medicine, College of Human Medicine, Michigan State University",USA,North America,High income
6772,8693135200,Co-author,USA,North America,Lin S.J.,"Department of Surgery, Beth Israel Deaconess Medical Center",USA,North America,High income
6773,8693274700,Co-author,JPN,Asia,Fukahori H.,"Faculty of Nursing and Medical Care, KEIO UNIVERSITY",JPN,East Asia & Pacific,High income
6774,8694295000,Co-author,TUR,Asia,Ulman Y.I.,"Department of History of Medicine and Ethics, Acibadem Mehmet Ali Aydinlar University, School of Medicine",TUR,Europe & Central Asia,Upper middle income
6775,8694342600,Co-author,GBR,Europe,Paisi M.,"Peninsula Dental School, Faculty of Health, University of Plymouth",GBR,Europe & Central Asia,High income
6776,8696246400,First Author,USA,North America,Darabi A.,Florida State University,USA,North America,High income
6777,8696421700,Co-author,USA,North America,Tolar J.,"Department of Pediatrics, University of Minnesota Medical School",USA,North America,High income
6778,8696501800,First Author,USA,North America,Haworth K.J.,"Department of Internal Medicine, University of Cincinnati College of Medicine",USA,North America,High income
6779,8697106700,Co-author,GBR,Europe,Schofield P.G.,"School of Life Sciences, University of Dundee",GBR,Europe & Central Asia,High income
6780,8698732400,Co-author,USA,North America,Zimmer S.L.,"Department of Biomedical Sciences, Center for Women in Medicine and Science Strategic Communications, Collaborations Action Group, University of Minnesota Medical School",USA,North America,High income
6781,8698918300,First Author,AUS,Oceania,McEvoy M.P.,"Allied Health and Human Performance Unit, University of South Australia",AUS,East Asia & Pacific,High income
6782,8700340800,Co-author,USA,North America,Stanley J.M.,"Johns Hopkins Center for Health Security, Johns Hopkins Bloomberg School of Public Health",USA,North America,High income
6783,8700920100,Co-author,KGZ,Asia,Beran D.,"Division of Tropical and Humanitarian Medicine, Geneva University Hospitals, Medical Education Reform, MERproject",KGZ,Europe & Central Asia,Lower middle income
6784,8702350700,Co-author,AUS,Oceania,Benson J.,"GPEx, Human Diversity Unit, School of Medicine, University of Adelaide",AUS,East Asia & Pacific,High income
6785,8702716900,Co-author,DEU,Europe,Boulesteix A.-L.,"Department of Medical Information Processing, Biometry and Epidemiology, IBE, Ludwig-Maximilians-University",DEU,Europe & Central Asia,High income
6786,8702875100,Co-author,AUT,Europe,Willschke H.,"Department of Anaesthesia, General Intensive Care and Pain Medicine, Medical University of Vienna, Ludwig Boltzmann Institute Digital Health and Patient Safety",AUT,Europe & Central Asia,High income
6787,8704136100,Co-author,CAN,North America,Knaak S.,"Mental Health Commission of Canada, Department of Psychiatry, University of Calgary",CAN,North America,High income
6788,8705996500,Co-author,UGA,Africa,Muganzi A.,"Infectious Diseases Institute, Makerere University College of Health Sciences",UGA,Sub-Saharan Africa,Low income
6789,8706515500,Co-author,GBR,Europe,Tredwin C.,"Peninsula Dental School, University of Plymouth",GBR,Europe & Central Asia,High income
6790,8706557500,Co-author,DEU,Europe,Schmitter M.,"Department of Prosthodontics, University of Würzburg",DEU,Europe & Central Asia,High income
6791,8707890500,Co-author,POL,Europe,Owlasiuk A.,Department of Primary Health Care,POL,Europe & Central Asia,High income
6792,8708424100,Co-author,SAU,Asia,Zaini R.,"College of Medicine, Umm Al-Qura University",SAU,Middle East & North Africa,High income
6793,8710792600,First Author,USA,North America,Reed D.A.,"Division of Community Internal Medicine, Mayo Clinic, Mayo Clinic College of Medicine and Science",USA,North America,High income
6794,8711752000,First Author,USA,North America,Wisdom J.P.,George Washington University,USA,North America,High income
6795,8711917600,Co-author,NLD,Europe,ter Braak E.,"Postgraduate Medical Education, University Medical Center Utrecht, Utrecht University",NLD,Europe & Central Asia,High income
6796,8712741600,Co-author,DEU,Europe,Berger B.,"Department for Health, Faculty of Medicine, Witten / Herdecke University",DEU,Europe & Central Asia,High income
6797,8713279900,Co-author,IRN,Asia,Boillat M.,"Department of Medical Education, School of Medicine, Tehran University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
6798,8714483100,First Author,NLD,Europe,Thijssen D.H.J.,"Radboud Institute for Health Sciences, Department of Physiology, Radboud University Medical Center, Philips van Leydenlaan 15",NLD,Europe & Central Asia,High income
6799,8714644200,First Author,CAN,North America,Acker A.,"Department of Pediatrics, Queen’s University",CAN,North America,High income
6800,8714909700,First Author,USA,North America,Chimonas S.,"Center for Health Policy & Outcomes, Memorial Sloan Kettering Cancer Center",USA,North America,High income
6801,8716453800,Co-author,NLD,Europe,Van Weert J.,"Department of Medical Psychology, Amsterdam University Medical Centers, University of Amsterdam, Amsterdam Public Health, Cancer Center",NLD,Europe & Central Asia,High income
6802,8717032500,Co-author,CHN,Asia,Yuen H.G.,"Zhongshan Ophthamic Center, Sun Yat-sen University",CHN,East Asia & Pacific,Upper middle income
6803,8717589800,Co-author,MYS,Asia,Seow L.L.,"School of Dentistry, International Medical University",MYS,East Asia & Pacific,Upper middle income
6804,8720221800,Co-author,GBR,Europe,Selby N.M.,"Department of Renal Medicine, Royal Derby Hospital, University Hospitals of Derby, Burton NHS Foundation Trust, Centre for Kidney Research and Innovation, Division of Medical Sciences, Graduate Entry Medicine, Royal Derby Hospital Campus",GBR,Europe & Central Asia,High income
6805,8722189200,Co-author,ITA,Europe,Barone-Adesi F.,"CRIMEDIM-Research Center, Emergency and Disaster Medicine, Università Del Piemonte Orientale",ITA,Europe & Central Asia,High income
6806,8722893400,Co-author,GBR,Europe,Mallen C.,"Research and Innovation Department, Midlands Partnership University NHS Foundation Trust, St George’s Hospital, Block 7, Corporation Street, ST16 3AG, School of Medicine, Keele University, David Weatherall Building, ST5 5BG",GBR,Europe & Central Asia,High income
6807,8723510300,Co-author,USA,North America,Abraham R.,"Department of Internal Medicine, University of Texas, Southwestern Medical Center",USA,North America,High income
6808,8723679900,Co-author,NLD,Europe,Lansberg P.J.,"Department of Pediatrics, University Medical Center Groningen",NLD,Europe & Central Asia,High income
6809,8723779700,Co-author,HKG,Asia,Wang M.,"KMandEL Lab, Faculty of Education",HKG,East Asia & Pacific,High income
6810,8725122100,Co-author,CHN,Asia,Qu B.,"Institute for International Health Professions Education and Research, China Medical University",CHN,East Asia & Pacific,Upper middle income
6811,8725138200,Co-author,USA,North America,Sokolow S.,"Stanford Woods Institute for the Environment, Stanford University",USA,North America,High income
6812,8726023200,Co-author,ESP,Europe,Ubeda-Bañon I.,"Department of Medical Sciences, School of Medicine, Regional Centre for Biomedical Research, University of Castilla",ESP,Europe & Central Asia,High income
6813,8726184900,Co-author,USA,North America,Tori A.J.,"Clinical Pediatrics, Indiana University School of Medicine",USA,North America,High income
6814,8726511100,First Author,CAN,North America,Wadhwa A.,"Department of Pediatrics, University of Toronto, The Hospital for Sick Children",CAN,North America,High income
6815,8727283900,Co-author,DEU,Europe,Heinzel A.,"Department of Nuclear Medicine, RWTH Aachen University",DEU,Europe & Central Asia,High income
6816,8727464200,Co-author,GBR,Europe,Marriott J.F.,"College of Medical and Dental Sciences, University of Birmingham",GBR,Europe & Central Asia,High income
6817,8728039400,Co-author,TWN,Asia,Fang S.-C.,"Department of Nursing, MacKay Medical College",TWN,East Asia & Pacific,High income
6818,8732061100,First Author,AUS,Oceania,Damodaran A.,"School of Medicine, Western Sydney University, Clinical Teaching Unit, Prince of Wales Clinical School, University of New South Wales",AUS,East Asia & Pacific,High income
6819,8733069000,Co-author,USA,North America,Elzie C.A.,"Department of Cell Systems, Anatomy/Medical Education, University of Texas Health Science Center",USA,North America,High income
6820,8736489000,Co-author,USA,North America,Killebrew D.,"Applied DNA Sciences, Inc.",USA,North America,High income
6821,8738429000,Co-author,BRA,South America,Itaqui Lopes M.H.,University of Caxias do Sul,BRA,Latin America & Caribbean,Upper middle income
6822,8738893700,Co-author,ZAF,Africa,Rother H.-A.,"Division of Environmental Health, School of Public Health and Family Medicine, University of Cape Town",ZAF,Sub-Saharan Africa,Upper middle income
6823,8739491900,Co-author,USA,North America,Leader A.E.,"Sidney Kimmel Comprehensive Cancer Center, Thomas Jefferson University, Division of Population Science, Department of Medical Oncology, Thomas Jefferson University",USA,North America,High income
6824,8739646700,Co-author,USA,North America,De Fer T.M.,Washington University School of Medicine,USA,North America,High income
6825,8741054400,First Author,USA,North America,Lai C.J.,"Department of Medicine, UCSF School of Medicine",USA,North America,High income
6826,8743488000,Co-author,CAN,North America,Young L.T.,"Faculty of Medicine, University of Toronto",CAN,North America,High income
6827,8744561900,Co-author,USA,North America,Johnson K.B.,"Pediatrics Biomedical Informatics, Science Communication, University of Pennsylvania",USA,North America,High income
6828,8746574800,First Author,AUS,Oceania,Anglim J.,Deakin University,AUS,East Asia & Pacific,High income
6829,8749184900,Co-author,USA,North America,Kumar A.,"Biostatistics Core, Office of Research, Department of Internal Medicine, University of South Florida",USA,North America,High income
6830,8750565800,Co-author,USA,North America,Lange S.,"Institute of Medicine, Department of Molecular and Clinical Medicine, Wallenberg Laboratory, Wallenberg Centre for Molecular and Translational Medicine, Department of Medicine, University of California",USA,North America,High income
6831,8756444700,First Author,USA,North America,Wallihan R.,"General Pediatrics Residency, Nationwide Children’s Hospital, The Ohio State College of Medicine",USA,North America,High income
6832,8759031000,Co-author,USA,North America,Goldman R.E.,"Harvard T.H. Chan School of Public Health, The Warren Alpert Medical School of Brown University",USA,North America,High income
6833,8760044400,Co-author,GBR,Europe,McVicar K.,"Nottingham Centre for Public Health and Epidemiology, University of Nottingham, NG5 1PB",GBR,Europe & Central Asia,High income
6834,8760618100,Co-author,BEL,Europe,Godderis L.,"Centre for Environment and Health, University of Leuven, KU Leuven, IDEWE, External Service for Prevention and Protection",BEL,Europe & Central Asia,High income
6835,8763041400,Co-author,USA,North America,Colletti J.E.,"Department of Emergency Medicine, Mayo Clinic, 200 First St. SW",USA,North America,High income
6836,8764282300,Co-author,USA,North America,Nichter M.,"University of Arizona, School of Anthropology",USA,North America,High income
6837,8766956300,Co-author,CHE,Europe,Belli D.,Department of General Pediatrics,CHE,Europe & Central Asia,High income
6838,8767375800,Co-author,USA,North America,Deutsch C.,Harvard University,USA,North America,High income
6839,8771743200,Co-author,USA,North America,Silveyra P.,"Biochemistry and Molecular Biology, Humanities, Penn State College of Medicine, 500 University Drive",USA,North America,High income
6840,8771754600,Co-author,USA,North America,Lazar A.J.,"Departments of Pathology and Genomic Medicine, The University of Texas MD Anderson Cancer Center",USA,North America,High income
6841,8773293200,Co-author,TWN,Asia,Wang Y.-C.,"Division of Infectious Diseases and Tropical Medicine, Department of Internal Medicine, Tri- Service General Hospital, National Defense Medical Center",TWN,East Asia & Pacific,High income
6842,8775081100,Co-author,USA,North America,Clyne B.,"Department of Emergency Medicine, Warren Alpert Medical School, Brown University",USA,North America,High income
6843,8775092900,Co-author,USA,North America,Ahmad A.,"Division of Gastroenterology and Hepatology, Drexel University College of Medicine",USA,North America,High income
6844,8775874900,First Author,PAK,Asia,Ghias K.,"Department of Biological and Biomedical Sciences, Aga Khan University",PAK,South Asia,Lower middle income
6845,8777030700,Co-author,GBR,Europe,Cotton S.C.,"Medical Sciences and Nutrition, University of Aberdeen, AB25 2ZD",GBR,Europe & Central Asia,High income
6846,8779177600,Co-author,CAN,North America,Fiedorowicz J.G.,"The Department of Psychiatry, Faculty of Medicine, University of Ottawa, ON",CAN,North America,High income
6847,8779251900,Co-author,USA,North America,Spratt H.,University of Texas Medical Branch,USA,North America,High income
6848,8781301100,First Author,USA,North America,Hovaguimian A.,"Department of Neurology, Beth Israel Deaconess Medical Center, BIDMC",USA,North America,High income
6849,8782535100,Co-author,USA,North America,Lapidus K.A.B.,"Department of Anesthesiology, Icahn School of Medicine",USA,North America,High income
6850,8785331600,Co-author,DEU,Europe,Braunschweig T.,"Institute of Pathology, RWTH Aachen University, Institute of Pathology, Faculty of Medicine, Ludwig Maximilians University, LMU",DEU,Europe & Central Asia,High income
6851,8785460300,Co-author,GBR,Europe,Hadjipavlou G.,Oxford University Hospitals NHS Foundation Trust,GBR,Europe & Central Asia,High income
6852,8836106100,Co-author,USA,North America,Galante J.,"Department of Surgery, UC Davis Health",USA,North America,High income
6853,8836616000,Co-author,FRA,Europe,Talon I.,"Visceral Paediatric Surgery Department, Hautepierre Hospital, Strasbourg University Hospital",FRA,Europe & Central Asia,High income
6854,8837186000,Co-author,TWN,Asia,Yen A.M.-F.,"School of Oral Hygiene, College of Oral Medicine, Taipei Medical University",TWN,East Asia & Pacific,High income
6855,8837881300,Co-author,NZL,Oceania,Hawken S.,"General Practice, Primary Health Care, University of Auckland",NZL,East Asia & Pacific,High income
