"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Lewis V.; Baldwin C.D.; Morahan P.S.; Thorndyke L.E.; Gusic M.E.","Lewis, Vivian (36729441600); Baldwin, Constance D. (7201893580); Morahan, Page S. (7005016939); Thorndyke, Luanne E. (8966185000); Gusic, Maryellen E. (14031456000)","36729441600; 7201893580; 7005016939; 8966185000; 14031456000","Leadership Development Projects: Bidirectional Impact on Faculty and Institutions","2021","Journal of Continuing Education in the Health Professions","41","1","","75","81","6","4","10.1097/CEH.0000000000000329","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102603923&doi=10.1097%2fCEH.0000000000000329&partnerID=40&md5=06fb60096439ca5e1d21c78b525b5653","Emerita of Obstetrics and Gynecology, University Director of Ombuds Programming and Development, University of Rochester, Rochester, NY, United States; University of Rochester Medical Center, Rochester, NY, United States; Hedwig van Ameringen Executive Leadership in Academic Medicine (ELAM) Program for Women, Drexel University College of Medicine, Philadelphia, PA, United States; Department of Medicine and Executive Vice Dean, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States; Center for Medical Education Research and Scholarly Innovation, Office of Medical Education, Department of Pediatrics, University of Virginia School of Medicine, Charlottesville, VA, United States","Lewis V., Emerita of Obstetrics and Gynecology, University Director of Ombuds Programming and Development, University of Rochester, Rochester, NY, United States; Baldwin C.D., University of Rochester Medical Center, Rochester, NY, United States; Morahan P.S., Hedwig van Ameringen Executive Leadership in Academic Medicine (ELAM) Program for Women, Drexel University College of Medicine, Philadelphia, PA, United States; Thorndyke L.E., Department of Medicine and Executive Vice Dean, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States; Gusic M.E., Center for Medical Education Research and Scholarly Innovation, Office of Medical Education, Department of Pediatrics, University of Virginia School of Medicine, Charlottesville, VA, United States","Introduction: The Hedwig von Ameringen Executive Leadership in Academic Medicine program (ELAM) is a national professional development program for women that includes institutional action projects (IAPs). Although benefits of ELAM participation are well documented, the value of the IAPs has not been specifically evaluated. We explored the experience of ELAM Fellows and leaders from one institution to elucidate how institutional factors influence project implementation and outcomes. Methods: Fellows and deans participated in semistructured interviews. We analyzed the transcripts qualitatively to develop themes and describe factors that influenced IAP implementation and outcomes. We used the New World Kirkpatrick Model, an updated version of the widely used Kirkpatrick model of educational program evaluation, as a framework to elucidate how participants applied their leadership learning through project work, and to analyze early results of projects that indicated institutional impact. Results: Project work had bidirectional impact on the fellows in the program and on the institution itself. Project enablers included: focusing projects on institutional priorities, obtaining sustainable support, and navigating institutional complexity. Leading indicators of institutional outcomes included contributions to institutional leadership and culture, and mutual enhancement of the reputation of the fellow and of the institution. Discussion: By examining enablers and barriers for institutionally based projects conducted in a national leadership development program, we identified the drivers that facilitated application of leadership learning. Leading indicators of project outcomes reflected bidirectional impact on fellows and the institution, demonstrating outcomes at the highest levels of the New World Kirkpatrick Model. Copyright © 2020 The Alliance for Continuing Education in the Health Professions.","Article","Final","","Scopus","2-s2.0-85102603923"
"Poitras M.-E.; Bélanger E.; Vaillancourt V.T.; Kienlin S.; Körner M.; Godbout I.; Bernard-Hamel J.; O’Connor S.; Blanchette P.; Khadhraoui L.; Sawadogo J.; Massougbodji J.; Zomahoun H.T.V.; Gallani M.-C.; Stacey D.; Légaré F.","Poitras, Marie-Eve (36970653100); Bélanger, Emilie (57312839900); Vaillancourt, Vanessa T. (58294118900); Kienlin, Simone (57192379895); Körner, Mirjam (7005621849); Godbout, Isabelle (57212266529); Bernard-Hamel, Joelle (57224199399); O’Connor, Sarah (58829872600); Blanchette, Patricia (57521475100); Khadhraoui, Lobna (57219473534); Sawadogo, Jasmine (57213344475); Massougbodji, José (56123122100); Zomahoun, Hervé Tchala Vignon (56197776300); Gallani, Maria-Cecilia (6506060157); Stacey, Dawn (7005014134); Légaré, France (57226205620)","36970653100; 57312839900; 58294118900; 57192379895; 7005621849; 57212266529; 57224199399; 58829872600; 57521475100; 57219473534; 57213344475; 56123122100; 56197776300; 6506060157; 7005014134; 57226205620","Interventions to Improve Trainers’ Learning and Behaviors for Educating Health Care Professionals Using Train-the-Trainer Method: A Systematic Review and Meta-analysis","2021","Journal of Continuing Education in the Health Professions","41","3","","202","209","7","21","10.1097/CEH.0000000000000375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105154111&doi=10.1097%2fCEH.0000000000000375&partnerID=40&md5=d6317306018c91e51a6659ef2339080e","Department of Family Medicine and Emergency Medicine, Faculty of Medicine and Health Sciences, Université de Sherbrooke, Saguenay, Canada; Psychology Department Université du Québec à Trois-Rivières, Trois-Rivières, Canada; Department of Family and Emergency Medicine, Université de Sherbrooke, Saguenay, Canada; Faculty of Health Sciences, Department of Health and Caring Sciences, University of Tromsø, Tromsø, Norway; The South-Eastern Norway Regional Health Authority, Department of Medicine and Healthcare, Tromsø, Norway; Medical Psychology and Medical Sociology, University of Freiburg, Freiburg, Germany; Quebec SPOR Unit, Université du Québec à Montréal, Montréal, Canada; CIUSSS de l’Estrie, Sherbrooke, Canada; Department of Pharmacy, Université Laval, Québec, Canada; School of Nursing, Université de Sherbrooke, Saguenay, Canada; Quebec SPOR Unit, Université Laval, QC, Canada; Department of Social and Preventive Medicine, Université Laval, Québec, Canada; Department of Social and Preventive Medicine, Université Laval, Québec, QC, Canada; Nursing Faculty, Université Laval, Québec, Canada; School of Nursing, University of Ottawa, Ottawa Hospital Research Institute, Québec, Canada; Department of Family Medicine and Emergency Medicine, Université Laval, Québec, Canada","Poitras M.-E., Department of Family Medicine and Emergency Medicine, Faculty of Medicine and Health Sciences, Université de Sherbrooke, Saguenay, Canada; Bélanger E., Psychology Department Université du Québec à Trois-Rivières, Trois-Rivières, Canada; Vaillancourt V.T., Department of Family and Emergency Medicine, Université de Sherbrooke, Saguenay, Canada; Kienlin S., Faculty of Health Sciences, Department of Health and Caring Sciences, University of Tromsø, Tromsø, Norway, The South-Eastern Norway Regional Health Authority, Department of Medicine and Healthcare, Tromsø, Norway; Körner M., Medical Psychology and Medical Sociology, University of Freiburg, Freiburg, Germany; Godbout I., Quebec SPOR Unit, Université du Québec à Montréal, Montréal, Canada; Bernard-Hamel J., CIUSSS de l’Estrie, Sherbrooke, Canada; O’Connor S., Department of Pharmacy, Université Laval, Québec, Canada; Blanchette P., School of Nursing, Université de Sherbrooke, Saguenay, Canada; Khadhraoui L., Quebec SPOR Unit, Université Laval, QC, Canada; Sawadogo J., Quebec SPOR Unit, Université Laval, QC, Canada; Massougbodji J., Department of Social and Preventive Medicine, Université Laval, Québec, Canada; Zomahoun H.T.V., Department of Social and Preventive Medicine, Université Laval, Québec, QC, Canada; Gallani M.-C., Nursing Faculty, Université Laval, Québec, Canada; Stacey D., School of Nursing, University of Ottawa, Ottawa Hospital Research Institute, Québec, Canada; Légaré F., Department of Family Medicine and Emergency Medicine, Université Laval, Québec, Canada","Introduction: Train-the-trainer (TTT) programs are frequently used to facilitate knowledge dissemination. However, little is known about the effectiveness of these programs. Therefore, we sought to assess the impact of TTT programs on learning and behavior of trainers for educating health and social professionals (trainees). Methods: Guided by the Cochrane Effective Practice and Organisation of Care, we conducted a systematic review. We searched 12 databases until April 2018 and extracted data according to the Population, Intervention, Comparison, Outcome model. Population was defined as trainers delivering training program to health care professionals, and the intervention consists in any organized activity provided by a trainer. There were no restrictive comparators, and outcomes were knowledge, attitude, skill, confidence, commitment, and behavior of trainers. We estimated the pooled effect size and its 95% confidence interval using a random-effect model. We performed a narrative synthesis when meta-analysis was not possible. Results: Of 11,202 potentially eligible references, we identified 16 unique studies. Studies were mostly controlled before-and-after studies and covered a unique training intervention. Targeted trainers were mostly nurses (n = 10) and physicians (n = 5). The most frequent measured outcome was knowledge (n = 12). TTT programs demonstrated significant effect on knowledge (Standardized mean deviation = 0.58; 95% CI = 0.11–1.06; I2 = 90%; P < .01; 10 studies). No studies measured trainers’ ability to deliver the training program. Discussion: TTT programs may improve the knowledge of trainers. However, the heterogeneity and small number of studies hamper our ability to draw conclusions that are more robust. Copyright © 2021 The Alliance for Continuing Education in the Health Professions.","Review","Final","","Scopus","2-s2.0-85105154111"
"Searchfield G.D.; Fok C.; Donaldson T.; Durai M.; Kleinstäuber M.; Linford T.; Maslin M.","Searchfield, Grant D. (6506808384); Fok, Christine (57221192868); Donaldson, Tom (58382217000); Durai, Mithila (56611823000); Kleinstäuber, Maria (24329674000); Linford, Tania (56674570400); Maslin, Maslin (55340799100)","6506808384; 57221192868; 58382217000; 56611823000; 24329674000; 56674570400; 55340799100","An Evaluation of a Continuing Education Workshop for Audiologists on the Assessment and Management of Tinnitus","2020","Journal of Continuing Education in the Health Professions","40","2","","125","130","5","2","10.1097/CEH.0000000000000285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085713283&doi=10.1097%2fCEH.0000000000000285&partnerID=40&md5=4aaeb0a47008ce89b09d98dfe520024b","University of Auckland, Tamaki Campus, Private Bag 92019, Auckland, 1142, New Zealand; University Strategic Programme Office, University of Auckland, Auckland, New Zealand; Department of Psychological Medicine, Dunedin School of Medicine, University of Otago, Dunedin, New Zealand","Searchfield G.D., University of Auckland, Tamaki Campus, Private Bag 92019, Auckland, 1142, New Zealand; Fok C., University of Auckland, Tamaki Campus, Private Bag 92019, Auckland, 1142, New Zealand; Donaldson T., University of Auckland, Tamaki Campus, Private Bag 92019, Auckland, 1142, New Zealand; Durai M., University Strategic Programme Office, University of Auckland, Auckland, New Zealand; Kleinstäuber M., Department of Psychological Medicine, Dunedin School of Medicine, University of Otago, Dunedin, New Zealand; Linford T., University of Auckland, Tamaki Campus, Private Bag 92019, Auckland, 1142, New Zealand; Maslin M., University of Auckland, Tamaki Campus, Private Bag 92019, Auckland, 1142, New Zealand","Introduction:Tinnitus assessment and management is an important component of audiology. The benefits of continuing education (CE) workshops in the field of tinnitus have not been published. This study evaluated the outcomes of a workshop centered around a Sound Therapy and Aural Rehabilitation for Tinnitus (START) framework. Our hypotheses were that a CE workshop would (1) be useful, (2) improve clinician's knowledge and willingness to undertake tinnitus practice, and (3) result in learners using knowledge gained in their practice.Methods:Twenty-five participants attending a 3-day tinnitus workshop were invited to complete an evaluation immediately and 3 months after the workshop's completion. The workshop consisted of seminars and practical sessions. The pedagogical approaches employed were experiential (theory building, reflection, and testing) and community of practice (shared experiences).Results:Participants reported on a 5-point Likert scale (1 = not useful-5 = excellent) a high level of satisfaction both immediately after the workshop (ratings of usefulness: mean, 4.8; SD, 0.4; willingness to practice: 4.6; SD. 0.6; ability to manage: 4.6; SD, 0.5; all ""excellent"" ratings) and 3 months later (ratings of usefulness: mean, 4.2; SD, 0.9, ""very useful;"" willingness to practice: 4.6; SD, 0.6, ""excellent;"" ability to manage: 4.1; SD. 0.5, ""very useful""). Open-ended questions indicated participants made changes in their practice that reflected material provided in the CE.Conclusion:The workshop was successful in improving knowledge and confidence of audiologists in undertaking tinnitus assessment and management, but the need for ongoing support and supervision was a common theme. © 2020 Lippincott Williams and Wilkins. All rights reserved.","Article","Final","","Scopus","2-s2.0-85085713283"
"Sockalingam S.; Clarkin C.; Serhal E.; Pereira C.; Crawford A.","Sockalingam, Sanjeev (9045376800); Clarkin, Chantalle (55913072400); Serhal, Eva (57190493408); Pereira, Cheryl (57218942766); Crawford, Allison (7202229636)","9045376800; 55913072400; 57190493408; 57218942766; 7202229636","Responding to Health Care Professionals' Mental Health Needs during COVID-19 Through the Rapid Implementation of Project ECHO","2020","Journal of Continuing Education in the Health Professions","40","3","","211","214","3","41","10.1097/CEH.0000000000000311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090869992&doi=10.1097%2fCEH.0000000000000311&partnerID=40&md5=fc8ed2328be3cce5142f2181e02b1c8c","Department of Psychiatry, University of Toronto, Faculty of Medicine, Vice President Education, Centre for Addiction and Mental Health, Toronto, ON, Canada; Virtual Mental Health and Outreach, Centre for Addiction and Mental Health, Toronto, ON, Canada; Director of Virtual Mental Health and Outreach, Centre for Addiction and Mental Health, Toronto, ON, Canada; Research Coordinator, ECHO Ontario Mental Health, Virtual Mental Health and Outreach, Centre for Addiction and Mental Health, Toronto, ON, Canada; Department of Psychiatry, Faculty of Medicine, University of Toronto, Toronto, ON, Canada; Associate Chief, Virtual Mental Health and Outreach, Centre for Addiction and Mental Health, Toronto, Canada","Sockalingam S., Department of Psychiatry, University of Toronto, Faculty of Medicine, Vice President Education, Centre for Addiction and Mental Health, Toronto, ON, Canada; Clarkin C., Virtual Mental Health and Outreach, Centre for Addiction and Mental Health, Toronto, ON, Canada, Director of Virtual Mental Health and Outreach, Centre for Addiction and Mental Health, Toronto, ON, Canada; Serhal E., Research Coordinator, ECHO Ontario Mental Health, Virtual Mental Health and Outreach, Centre for Addiction and Mental Health, Toronto, ON, Canada; Pereira C., Department of Psychiatry, Faculty of Medicine, University of Toronto, Toronto, ON, Canada; Crawford A., Associate Chief, Virtual Mental Health and Outreach, Centre for Addiction and Mental Health, Toronto, Canada","Introduction:The COVID-19 pandemic can cause significant mental health distress among health care professionals (HCPs). We describe the psychological needs of HCPs during COVID-19 and the implementation of Project Extension for Community Healthcare Outcomes (ECHO) Coping with COVID (ECHO-CWC) to help HCPs manage COVID-19 distress.Methods:We used an established rapid implementation approach to accelerate the development and delivery of ECHO-CWC to address the emerging needs of HCPs. Participants' needs were identified using a 10-question survey of participants' perceived risk of COVID-19 and a five-item self-efficacy measure. Implementation outcomes consisted of participant engagement and session satisfaction scores using a five-point Likert scale.Results:A total of 426 participants registered for ECHO-CWC. Needs assessment data (n = 129) showed that most participants reported feeling increased stress at work (84.5%), fear of infecting others (75.2%), and fear of falling ill (70.5%) from COVID-19, yet most participants accepted the risk associated with work during this time (59.7%). Participants were highly satisfied with the initial five sessions (mean = 4.26).Discussion:HCPs reported the greatest concern with fears of infection and infecting others during the acute phase of the pandemic. Using an iterative curriculum design approach and existing implementation frameworks, the ECHO tele-education model can be rapidly mobilized to address HCPs' mental health needs during the COVID-19 pandemic. © 2020 Lippincott Williams and Wilkins. All rights reserved.","Article","Final","","Scopus","2-s2.0-85090869992"
"Stark C.M.; Garner C.D.; Garg A.; Bégin F.","Stark, Christina M. (56155648600); Garner, Christine D. (56446357400); Garg, Aashima (14324558100); Bégin, France (6603655827)","56155648600; 56446357400; 14324558100; 6603655827","Building Capacity of Health Professionals in Low- and Middle-Income Countries Through Online Continuing Professional Development in Nutrition","2021","Journal of Continuing Education in the Health Professions","41","1","","63","69","6","5","10.1097/CEH.0000000000000334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102657305&doi=10.1097%2fCEH.0000000000000334&partnerID=40&md5=9cf1ae8deb1c7e97af005dcbed17575e","Division of Nutritional Sciences, Cornell University, Ithaca, NY, United States; Department of Pediatrics, Texas Tech University Health Sciences Center, Amarillo, TX, United States; United Nations Children’s Fund (UNICEF) Headquarters, New York, NY, United States; Nutrition, United Nations Children’s Fund (UNICEF) Headquarters, New York, NY, United States","Stark C.M., Division of Nutritional Sciences, Cornell University, Ithaca, NY, United States; Garner C.D., Department of Pediatrics, Texas Tech University Health Sciences Center, Amarillo, TX, United States; Garg A., United Nations Children’s Fund (UNICEF) Headquarters, New York, NY, United States; Bégin F., Nutrition, United Nations Children’s Fund (UNICEF) Headquarters, New York, NY, United States","Continuing professional development (CPD) in low- and middle-income countries (LMICs) can build capacity of health professionals in infant and young child feeding (IYCF). However, travel to in-person workshops can be time-consuming and expensive. Thus, we developed a free online course to provide training in IYCF to health professionals globally; the course received overwhelmingly high numbers of registrations. Our aim was to conduct a program evaluation to assess course satisfaction, learning, and application using surveys administered postcourse and 9 months later. Response rates were 99% (n = 835) and 55% (n = 312), respectively. Among those who only partially completed the course, reasons for noncompletion were assessed (response rate 29%, n = 72). Data within a 1-year period were analyzed. Respondents worked in multiple settings and organizations worldwide. Nearly all (99%) reported postcourse that they learned “a lot” or “some” from all topics, and over 70% applied “a lot” of or “some” information 9 months later. In open-ended questions, respondents reported improved knowledge, skills, and competence to conduct their work; they also desired more similar training courses. Many who did not complete the course reported “not enough time” as the main reason (74%), and most (94%) wanted to continue it. The positive response to the course suggests there is an unmet need for CPD for health professionals in LMICs. Our evaluation found that online training was feasible, acceptable, and increased professionals’ knowledge and application of IYCF concepts in nutrition programming. Increased use of online CPD offers the potential for global capacity-building in other health-related topics. Copyright © 2021 The Author(s). Published by Wolters Kluwer Health, Inc.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85102657305"
"Bryan J.L.; Saxon L.C.; Mesidor M.M.; Asghar-Ali A.A.","Bryan, Jennifer L. (55815924900); Saxon, LaDonna C. (57268675500); Mesidor, Marie M. (58894576100); Asghar-Ali, Ali A. (7003380220)","55815924900; 57268675500; 58894576100; 7003380220","Virtual Synchronous Motivational Interviewing Training for Geographically Dispersed Interprofessional Learners","2021","Journal of Continuing Education in the Health Professions","41","3","","226","229","3","4","10.1097/CEH.0000000000000356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115440658&doi=10.1097%2fCEH.0000000000000356&partnerID=40&md5=6f950223734368bc82a31bb02720e13f","VA South Central Mental Illness Research, Education and Clinical Center (MIRECC), Houston, TX, United States; VA HSR&D Center for Innovations in Quality, Effectiveness and Safety, Michael E. DeBakey VA Medical Center, Houston, TX, United States; Menninger Department of Psychiatry and Behavioral Sciences, Baylor College of Medicine, Houston, TX, United States; VA North Texas Health Care System, Dallas, TX, United States; Department of Psychiatry, The University of Texas Southwestern Medical Center, Dallas, TX, United States; Central Arkansas Veterans Healthcare System, Mental Health Service, Little Rock, AR, United States","Bryan J.L., VA South Central Mental Illness Research, Education and Clinical Center (MIRECC), Houston, TX, United States, VA HSR&D Center for Innovations in Quality, Effectiveness and Safety, Michael E. DeBakey VA Medical Center, Houston, TX, United States, Menninger Department of Psychiatry and Behavioral Sciences, Baylor College of Medicine, Houston, TX, United States; Saxon L.C., VA North Texas Health Care System, Dallas, TX, United States, Department of Psychiatry, The University of Texas Southwestern Medical Center, Dallas, TX, United States; Mesidor M.M., Central Arkansas Veterans Healthcare System, Mental Health Service, Little Rock, AR, United States; Asghar-Ali A.A., Menninger Department of Psychiatry and Behavioral Sciences, Baylor College of Medicine, Houston, TX, United States","Introduction: Behavioral health and other preventable factors account for nearly half of all premature deaths in the United States. Motivational interviewing (MI) is effective for engaging ambivalent patients in behavior change. However, many clinicians report barriers to receiving MI training, including time, cost, and travel. This study examined the effect of a 2-day virtual MI training built around didactic and real-play learning activities. Methods: Thirty interprofessional clinicians from eight Veterans Affairs medical centers and their community-based outpatient clinics across 4 US states attended a 2-day virtual MI training. Participants completed a posttraining evaluation and a 3-month posttraining evaluation. Results: Participants reported that they learned new knowledge and skills, and they would be able to apply these to their practice (M > 4).They reported high satisfaction with the training and platform and found the technology easy to use (M > 4). In the 3-month posttraining survey, participants reported that they were using MI in their practice (M = 4.19) and that they would like additional support, such as additional reading (n = 8). Discussion: This study demonstrates the effect of a 2-day virtual MI training built around didactic and real-play learning activities. Virtual training particularly enhances training opportunities in rural settings. Our training removed travel and payment as barriers to participation. Copyright © 2021 The Alliance for Continuing Education in the Health Professions.","Article","Final","","Scopus","2-s2.0-85115440658"
"Golić Jelić A.; Tasić L.; Odalović M.; Stoisavljević Šatara S.; Stojaković N.; Marinković V.","Golić Jelić, Ana (57218944673); Tasić, Ljiljana (6701542481); Odalović, Marina (55259858100); Stoisavljević Šatara, Svjetlana (9746093600); Stojaković, Nataša (9747955200); Marinković, Valentina (7004329308)","57218944673; 6701542481; 55259858100; 9746093600; 9747955200; 7004329308","Predictors and Motivation of Preceptors′ Interest in Precepting of Pharmacy Interns-Do We Have a Useful Questionnaire?","2020","Journal of Continuing Education in the Health Professions","40","3","","203","206","3","3","10.1097/CEH.0000000000000299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090869916&doi=10.1097%2fCEH.0000000000000299&partnerID=40&md5=e16089c358504f60926a50cd6775e83b","Teaching and Research Assistant at University of Banja Luka-Medical Faculty, Department of Pharmacology and Toxicology Banja Luka, Bosnia and Herzegovina; University of Belgrade-Faculty of Pharmacy, Department of Social Pharmacy and Pharmaceutical Legislation, Belgrade, Serbia; University of Banja Luka-Medical Faculty, Department of Pharmacology and Toxicology, Banja Luka, Bosnia and Herzegovina; University of Banja Luka-Medical Faculty, Department of Pharmacology and Toxicology, Banja Luka, Bosnia and Herzegovina","Golić Jelić A., Teaching and Research Assistant at University of Banja Luka-Medical Faculty, Department of Pharmacology and Toxicology Banja Luka, Bosnia and Herzegovina; Tasić L.; Odalović M., University of Belgrade-Faculty of Pharmacy, Department of Social Pharmacy and Pharmaceutical Legislation, Belgrade, Serbia; Stoisavljević Šatara S., University of Banja Luka-Medical Faculty, Department of Pharmacology and Toxicology, Banja Luka, Bosnia and Herzegovina; Stojaković N., University of Banja Luka-Medical Faculty, Department of Pharmacology and Toxicology, Banja Luka, Bosnia and Herzegovina; Marinković V.","Purpose:To determine the potential value of an adapted questionnaire to discover the predictors of preceptors' higher interest in precepting pharmacy interns and to evaluate preceptors' motivational factors and incentives for teaching as well as their professional satisfaction.Method:A link to the survey study of adapted questionnaire (JSAMPPP) was e-mailed to all pharmacists registered with the Pharmaceutical Chamber of the Republic of Srpska. Pharmacists' demographic and work experience characteristics, their attitudes related to motivation for precepting, value of incentives for precepting, job satisfaction, and influence of interns on pharmacists' professional practice were obtained.Results:Half of the preceptors who reported feeling satisfied with their professional life also showed interest in teaching. In addition, teaching pharmacy students positively contributed to the overall job satisfaction of the preceptors. Pharmacy preceptors were found to be most motivated by intrinsic factors. The most valued incentives reported were those related to continuing education.Conclusions:The adapted questionnaire has potential value and it revealed the following predictors of preceptors' higher interest in precepting: enjoyment of teaching, satisfaction with professional life, satisfaction as a pharmacy preceptor, and interns' influence on preceptors. These identified predictors can be emphasized to improve pharmacy students' internship experiences, thereby reinforcing the pharmacy profession. © 2020 Lippincott Williams and Wilkins. All rights reserved.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85090869916"
"Doughty K.","Doughty, Kristen (57215642368)","57215642368","Increasing Trauma-Informed Awareness and Practice in Higher Education","2020","Journal of Continuing Education in the Health Professions","40","1","","66","68","2","12","10.1097/CEH.0000000000000279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081532387&doi=10.1097%2fCEH.0000000000000279&partnerID=40&md5=b164e706bc5f2fecbe2f270e57af198c","Nursing Faculty Delaware Technical Community College, 400 Stanton Christiana Road, Newark, 19713, DE, United States","Doughty K., Nursing Faculty Delaware Technical Community College, 400 Stanton Christiana Road, Newark, 19713, DE, United States","Background:Traumatic experiences across the lifespan can affect an individual's physical, social, and emotional health and cognitive development. There has been an increased focus on trauma-informed initiatives in various public and health care sectors, but these initiatives are lacking in higher education.Method:A pre-post survey design was used in a trauma-informed professional development session. The survey evaluated educator's knowledge and perceptions of trauma-informed care (TIC) and trauma-informed educational strategies (TIES). Select interviews were then conducted to further analyze knowledge and perception related to TIC and TIES.Results:The results demonstrated an increase in knowledge of TIC and TIES, as well as an improved ability to support students. P values were statistically significant at <.05.Conclusion:The integration of a trauma-informed professional development session for all educators is the first step in the integration of TIC in higher education and a transition to a trauma-sensitive culture. © 2020 Lippincott Williams and Wilkins. All rights reserved.","Article","Final","","Scopus","2-s2.0-85081532387"
"Van Hoof T.J.; Madan C.R.; Sumeracki M.A.","Van Hoof, Thomas J. (6601946372); Madan, Christopher R. (35759289000); Sumeracki, Megan A. (57197747597)","6601946372; 35759289000; 57197747597","Science of Learning Strategy Series: Article 2, Retrieval Practice","2021","Journal of Continuing Education in the Health Professions","41","2","","119","123","4","12","10.1097/CEH.0000000000000335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107320673&doi=10.1097%2fCEH.0000000000000335&partnerID=40&md5=89de90526c3be3f915d93e27e210e31c","University of Connecticut School of Nursing, Storrs, United States; Department of Public Health Sciences, University of Connecticut School of Medicine, Farmington, CT, United States; School of Psychology, University of Nottingham, Nottingham, United Kingdom; Department of Psychology, Rhode Island College, Rhode Island, United Kingdom","Van Hoof T.J., University of Connecticut School of Nursing, Storrs, United States, Department of Public Health Sciences, University of Connecticut School of Medicine, Farmington, CT, United States; Madan C.R., School of Psychology, University of Nottingham, Nottingham, United Kingdom; Sumeracki M.A., Department of Psychology, Rhode Island College, Rhode Island, United Kingdom","Retrieval practice is an evidence-based, science of learning strategy that is relevant to the planning and implementation of continuing professional development (CPD). Retrieval practice requires one to examine long-term memory to work with priority information again in working memory. Retrieval practice improves learning in two ways. It improves memory for the information itself (direct benefit), and retrieval practice provides feedback about what needs additional effort (indirect). Both benefits contribute significantly to durable learning. Research from cognitive psychology and neuroscience provides the rationale for retrieval practice, and examples of its implementation in health professions education are increasingly available in the literature. Through appropriate utilization, CPD participants can benefit from retrieval practice by making more-informed educational choices, and CPD planners can benefit in efforts to improve educational activities. Copyright © 2021 The Alliance for Continuing Education in the Health Professions.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85107320673"
"Kitto S.","Kitto, Simon (56435895500)","56435895500","Celebrating the 40th Anniversary of JCEHP","2020","The Journal of continuing education in the health professions","40","1","","1","2","1","0","10.1097/CEH.0000000000000287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081669016&doi=10.1097%2fCEH.0000000000000287&partnerID=40&md5=737cab39a9523f6c41fe59b0b4676f3a","Dr. Simon Kitto: Professor, Department of Innovation in Medical Education, Director of Research, Office of Continuing Professional Development, Journal of Continuing Education in the Health Professions, Department of Surgery, University of Toronto, Canada","Kitto S., Dr. Simon Kitto: Professor, Department of Innovation in Medical Education, Director of Research, Office of Continuing Professional Development, Journal of Continuing Education in the Health Professions, Department of Surgery, University of Toronto, Canada","[No abstract available]","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85081669016"
