"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Cox A.; Li S.","Cox, Antoon (57095391900); Li, Shuangyu (36696647700)","57095391900; 36696647700","The medical consultation through the lenses of language and social interaction theory","2020","Advances in Health Sciences Education","25","1","","241","257","16","18","10.1007/s10459-018-09873-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061203576&doi=10.1007%2fs10459-018-09873-2&partnerID=40&md5=3dde6836c2099b0ee17b6e67d1f16d91","Research Group Interpreting Studies, Faculty of Arts, KU Leuven, Louvain, Belgium; Brussels Institute of Applied Linguistics and Linguistics and Literary Studies, Faculty of Arts and Philosophy, Vrije Universiteit Brussel, Brussels, Belgium; Centre for Medical Education, Faculty of Life Sciences and Medicine, King’s College London, London, United Kingdom","Cox A., Research Group Interpreting Studies, Faculty of Arts, KU Leuven, Louvain, Belgium, Brussels Institute of Applied Linguistics and Linguistics and Literary Studies, Faculty of Arts and Philosophy, Vrije Universiteit Brussel, Brussels, Belgium, Centre for Medical Education, Faculty of Life Sciences and Medicine, King’s College London, London, United Kingdom; Li S., Centre for Medical Education, Faculty of Life Sciences and Medicine, King’s College London, London, United Kingdom","The well-structured medical communication models that are typically described in textbooks are relevant to practice, but the actual messy interactional realities of consultations are often a far cry away from them. As a result, medical trainees frequently encounter difficulties when applying communication skills acquired during training to medical practice. This paper reflects on how clinical communication research and courses can incorporate the growing need for context-bound communication skills training. This paper illustrates how concepts from the research field of language and social interaction can facilitate the description and analysis of communication in clinical encounters, drawing on a real-life example from an increasingly common clinical scenario: a consultation in the emergency department involving a patient who does not speak the same language as the clinician. The proposed way of looking at clinical communication can enrich clinical skills training as it provides a tool to study, analyze, visualize and discuss communication from a different perspective that simultaneously accounts for interactional and clinical reasoning aspects of medical consultations. © 2019, The Author(s).","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85061203576"
"Hung W.; Dolmans D.H.J.M.; van Merriënboer J.J.G.","Hung, Woei (25623287500); Dolmans, Diana H. J. M. (7003414374); van Merriënboer, Jeroen J. G. (6701795813)","25623287500; 7003414374; 6701795813","A review to identify key perspectives in PBL meta-analyses and reviews: trends, gaps and future research directions","2019","Advances in Health Sciences Education","24","5","","943","957","14","56","10.1007/s10459-019-09945-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076199714&doi=10.1007%2fs10459-019-09945-x&partnerID=40&md5=3dca16310e528bfe58c93ba83b7e7fe3","Instructional Design and Technology Program, Department of Education, Health and Behavior Studies, University of North Dakota, Grand Forks, United States; School of Health Professions Education (SHE), Faculty of Health, Medicine and Life Sciences, Maastricht University, Maastricht, Netherlands","Hung W., Instructional Design and Technology Program, Department of Education, Health and Behavior Studies, University of North Dakota, Grand Forks, United States; Dolmans D.H.J.M., School of Health Professions Education (SHE), Faculty of Health, Medicine and Life Sciences, Maastricht University, Maastricht, Netherlands; van Merriënboer J.J.G., School of Health Professions Education (SHE), Faculty of Health, Medicine and Life Sciences, Maastricht University, Maastricht, Netherlands","In the past 50 years, the original McMaster PBL model has been implemented, experimented, revised, and modified, and is still evolving. Yet, the development of PBL is not a series of success stories, but rather a journey of experiments, failures and lessons learned. In this paper, we analyzed the meta-analyses and systematic reviews on PBL from 1992 to present as they provide a focused lens on the PBL research in the past 5 decades. We identified three major waves in the PBL research development, analyzed their impact on PBL research and practice, and offered suggestions of research gaps and future directions for the field. The first wave of PBL research (polarization: 1990–mid 2000) focused on answering the question “Does PBL work?” and the outcomes. The results were conflicting. The researchers took polarizing positions and debated over the merits of PBL throughout this wave. However, the contradictory results and the debates in fact pushed the researchers to look harder for new directions to solve the puzzle. These efforts resulted in the second wave (from outcomes to process: mid 2000–mid 2010) that focused on the question “How does PBL work?” The second wave of PBL research targeted at investigating the effects of implementation constituents, such as assessment formats or single versus curriculum wide implementations. The third wave (specialization: mid 2010 and onward) of PBL research focused on “How does PBL work in different specific contexts?” These research widened our perspectives by expanding our understanding of how PBL manifests itself in different contexts. Given the diversification of PBL and more hybrid PBL models, we suggest “Why does PBL with particular implementation characteristics for specific outcomes work or not work in the condition where it is implemented?” to be the question to answer in the next wave of PBL research. © 2019, Springer Nature B.V.","Review","Final","","Scopus","2-s2.0-85076199714"
"Hays R.B.; Ramani S.; Hassell A.","Hays, R.B. (7202509928); Ramani, S. (56186462600); Hassell, A. (7006906739)","7202509928; 56186462600; 7006906739","Healthcare systems and the sciences of health professional education","2020","Advances in Health Sciences Education","25","5","","1149","1162","13","29","10.1007/s10459-020-10010-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096717471&doi=10.1007%2fs10459-020-10010-1&partnerID=40&md5=e27436dde46ae87d72e8eddb3ab0c231","College of Medicine & Dentistry, James Cook University, Townsville, Australia; Brigham and Women’s Hospital and Harvard Medical School, Boston, 02115, MA, United States; School of Medicine, Keele University, Newcastle upon Tyne, United Kingdom","Hays R.B., College of Medicine & Dentistry, James Cook University, Townsville, Australia; Ramani S., Brigham and Women’s Hospital and Harvard Medical School, Boston, 02115, MA, United States; Hassell A., School of Medicine, Keele University, Newcastle upon Tyne, United Kingdom","Health professions education is that part of the education system which applies educational philosophy, theory, principles and practice in a complex relationship with busy clinical services, where education is not the primary role. While the goals are clear—to produce the health workforce that society needs to improve health outcomes—both education and healthcare systems continue to evolve concurrently amidst changes in knowledge, skills, population demographics and social contracts. In observing a significant anniversary of this journal, which sits at the junction of education and healthcare systems, it is appropriate to reflect on how the relationship is evolving. Health professions educators must listen to the voices of regulators, employers, students and patients when adapting to new service delivery models that emerge in response to pressures for change. The recent COVID-19 pandemic is one example of disruptive change, but other factors, such as population pressures and climate change, can also drive innovations that result in lasting change. Emerging technology may act as either a servant of change or a disruptor. There is a pressing need for interdisciplinary research that develops a theory and evidence base to strengthen sustainability of change. © 2020, Springer Nature B.V.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85096717471"
"Cleland J.; Tan E.C.P.; Tham K.Y.; Low-Beer N.","Cleland, Jennifer (7202163975); Tan, Emmanuel Chee Ping (57216710939); Tham, Khum Ying (57216710189); Low-Beer, Naomi (6507715119)","7202163975; 57216710939; 57216710189; 6507715119","How Covid-19 opened up questions of sociomateriality in healthcare education","2020","Advances in Health Sciences Education","25","2","","479","482","3","25","10.1007/s10459-020-09968-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084356555&doi=10.1007%2fs10459-020-09968-9&partnerID=40&md5=8266304281b307fb4232dd907a6a4c45","Lee Kong Chian School of Medicine, Nanyang Technological University, Novena Campus, Singapore, 308232, Singapore","Cleland J., Lee Kong Chian School of Medicine, Nanyang Technological University, Novena Campus, Singapore, 308232, Singapore; Tan E.C.P., Lee Kong Chian School of Medicine, Nanyang Technological University, Novena Campus, Singapore, 308232, Singapore; Tham K.Y., Lee Kong Chian School of Medicine, Nanyang Technological University, Novena Campus, Singapore, 308232, Singapore; Low-Beer N., Lee Kong Chian School of Medicine, Nanyang Technological University, Novena Campus, Singapore, 308232, Singapore","[No abstract available]","Note","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85084356555"
"Yardley S.; Kinston R.; Lefroy J.; Gay S.; McKinley R.K.","Yardley, Sarah (6506760042); Kinston, Ruth (36600893000); Lefroy, Janet (24553679900); Gay, Simon (55850743000); McKinley, Robert K. (7102940944)","6506760042; 36600893000; 24553679900; 55850743000; 7102940944","‘What do we do, doctor?’ Transitions of identity and responsibility: a narrative analysis","2020","Advances in Health Sciences Education","25","4","","825","843","18","25","10.1007/s10459-020-09959-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078261811&doi=10.1007%2fs10459-020-09959-w&partnerID=40&md5=fe46262e2abf31af89e12cf5b771e9b3","Keele University School of Medicine, Keele, United Kingdom; Palliative Care Service, Central and North West London NHS Foundation Trust, St Pancras Hospital, 5th Floor South Wing, 4 St. Pancras Way, London, NW1 0PE, United Kingdom; University of Leicester School of Medicine, Leicester, United Kingdom","Yardley S., Keele University School of Medicine, Keele, United Kingdom, Palliative Care Service, Central and North West London NHS Foundation Trust, St Pancras Hospital, 5th Floor South Wing, 4 St. Pancras Way, London, NW1 0PE, United Kingdom; Kinston R., Keele University School of Medicine, Keele, United Kingdom; Lefroy J., Keele University School of Medicine, Keele, United Kingdom; Gay S., University of Leicester School of Medicine, Leicester, United Kingdom; McKinley R.K., Keele University School of Medicine, Keele, United Kingdom","Transitioning from student to doctor is notoriously challenging. Newly qualified doctors feel required to make decisions before owning their new identity. It is essential to understand how responsibility relates to identity formation to improve transitions for doctors and patients. This multiphase ethnographic study explores realities of transition through anticipatory, lived and reflective stages. We utilised Labov’s narrative framework (Labov in J Narrat Life Hist 7(1–4):395–415, 1997) to conduct in-depth analysis of complex relationships between changes in responsibility and development of professional identity. Our objective was to understand how these concepts interact. Newly qualified doctors acclimatise to their role requirements through participatory experience, perceived as a series of challenges, told as stories of adventure or quest. Rules of interaction within clinical teams were complex, context dependent and rarely explicit. Students, newly qualified and supervising doctors felt tensions around whether responsibility should be grasped or conferred. Perceived clinical necessity was a common determinant of responsibility rather than planned learning. Identity formation was chronologically mismatched to accepting responsibility. We provide a rich illumination of the complex relationship between responsibility and identity pre, during, and post-transition to qualified doctor: the two are inherently intertwined, each generating the other through successful actions in practice. This suggests successful transition requires a supported period of identity reconciliation during which responsibility may feel burdensome. During this, there is a fine line between too much and too little responsibility: seemingly innocuous assumptions can have a significant impact. More effort is needed to facilitate behaviours that delegate authority to the transitioning learner whilst maintaining true oversight. © 2020, The Author(s).","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85078261811"
"Noordegraaf-Eelens L.; Kloeg J.; Noordzij G.","Noordegraaf-Eelens, Liesbeth (57191432699); Kloeg, Julien (57211582083); Noordzij, Gera (35485097500)","57191432699; 57211582083; 35485097500","PBL and sustainable education: addressing the problem of isolation","2019","Advances in Health Sciences Education","24","5","","971","979","8","30","10.1007/s10459-019-09927-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074520057&doi=10.1007%2fs10459-019-09927-z&partnerID=40&md5=414ce2a8040eaddeb4c85fc0e39db5df","Erasmus School of Philosophy, Erasmus University Rotterdam, Rotterdam, Netherlands; Codarts Rotterdam, Rotterdam, Netherlands; Rotterdam Arts and Sciences Lab, Rotterdam, Netherlands; Erasmus University College, Nieuwemarkt 1A, Rotterdam, 3011 HP, Netherlands; Department of Psychology, Education and Child Studies, Erasmus University Rotterdam, Rotterdam, Netherlands","Noordegraaf-Eelens L., Erasmus School of Philosophy, Erasmus University Rotterdam, Rotterdam, Netherlands, Codarts Rotterdam, Rotterdam, Netherlands, Rotterdam Arts and Sciences Lab, Rotterdam, Netherlands; Kloeg J., Erasmus University College, Nieuwemarkt 1A, Rotterdam, 3011 HP, Netherlands; Noordzij G., Erasmus University College, Nieuwemarkt 1A, Rotterdam, 3011 HP, Netherlands, Department of Psychology, Education and Child Studies, Erasmus University Rotterdam, Rotterdam, Netherlands","Problem-based learning (PBL) is an innovative educational approach that dates back to the 1960s. However, the twenty-first century goal of sustainable education poses a challenge to PBL, especially as it relates to isolation. Here we discuss the underlying issue of isolation in three respects. First, the information-processing model of PBL depends on generalized skills, whereas real life problem-solving skills involve context-bound cognitive processes. Second, in all models of PBL, the focus on knowledge acquisition for a specific problem improves performance but separates education from the world at large. Third, the existing culture of measurement strengthens the aforementioned isolating effects. In response, we introduce a conceptual approach based on Hannah Arendt’s technical notion of ‘world’. We make suggestions to meet the criteria of sustainable education by reconnecting PBL to our shared world, and emphasizing a responsibility for this shared world. © 2019, The Author(s).","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85074520057"
"Schmidt H.G.; Mamede S.","Schmidt, Henk G. (7404731734); Mamede, Silvia (6506586928)","7404731734; 6506586928","How cognitive psychology changed the face of medical education research","2020","Advances in Health Sciences Education","25","5","","1025","1043","18","32","10.1007/s10459-020-10011-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096532043&doi=10.1007%2fs10459-020-10011-0&partnerID=40&md5=ac65229ec62b59e1b3ce5529ce570180","Department of Psychology, Erasmus University, P.O. Box 1738, 3000, Rotterdam, DR, Netherlands","Schmidt H.G., Department of Psychology, Erasmus University, P.O. Box 1738, 3000, Rotterdam, DR, Netherlands; Mamede S., Department of Psychology, Erasmus University, P.O. Box 1738, 3000, Rotterdam, DR, Netherlands","In this article, the contributions of cognitive psychology to research and development of medical education are assessed. The cognitive psychology of learning consists of activation of prior knowledge while processing new information and elaboration on the resulting new knowledge to facilitate storing in long-term memory. This process is limited by the size of working memory. Six interventions based on cognitive theory that facilitate learning and expertise development are discussed: (1) Fostering self-explanation, (2) elaborative discussion, and (3) distributed practice; (4) help with decreasing cognitive load, (5) promoting retrieval practice, and (6) supporting interleaving practice. These interventions contribute in different measure to various instructional methods in use in medical education: problem-based learning, team-based learning, worked examples, mixed practice, serial-cue presentation, and deliberate reflection. The article concludes that systematic research into the applicability of these ideas to the practice of medical education presently is limited and should be intensified. © 2020, The Author(s).","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85096532043"
"Pétré B.; Margat A.; Servotte J.-C.; Guillaume M.; Gagnayre R.; Ghuysen A.","Pétré, Benoit (56180122900); Margat, Aurore (56180735400); Servotte, Jean-Christophe (57192315598); Guillaume, Michèle (36449879800); Gagnayre, Rémi (6601954988); Ghuysen, Alexandre (6701920006)","56180122900; 56180735400; 57192315598; 36449879800; 6601954988; 6701920006","Patient education in the emergency department: take advantage of the teachable moment","2020","Advances in Health Sciences Education","25","2","","511","517","6","16","10.1007/s10459-019-09893-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065161105&doi=10.1007%2fs10459-019-09893-6&partnerID=40&md5=e3ff234838026d78d3dc8d37f8c36b24","Public Health Department, University of Liege, Quartier Hôpital, Avenue Hippocrate 13 (B23), Liège, 4000, Belgium; Educations and Health Practices Laboratory (LEPS), (EA 3412), UFR SMBH, Paris 13 University, Sorbonne Paris Cite, Bobigny, France; Emergency Department, University Hospital Center of Liege, Liège, Belgium","Pétré B., Public Health Department, University of Liege, Quartier Hôpital, Avenue Hippocrate 13 (B23), Liège, 4000, Belgium; Margat A., Educations and Health Practices Laboratory (LEPS), (EA 3412), UFR SMBH, Paris 13 University, Sorbonne Paris Cite, Bobigny, France; Servotte J.-C., Public Health Department, University of Liege, Quartier Hôpital, Avenue Hippocrate 13 (B23), Liège, 4000, Belgium; Guillaume M., Public Health Department, University of Liege, Quartier Hôpital, Avenue Hippocrate 13 (B23), Liège, 4000, Belgium; Gagnayre R., Educations and Health Practices Laboratory (LEPS), (EA 3412), UFR SMBH, Paris 13 University, Sorbonne Paris Cite, Bobigny, France; Ghuysen A., Public Health Department, University of Liege, Quartier Hôpital, Avenue Hippocrate 13 (B23), Liège, 4000, Belgium, Emergency Department, University Hospital Center of Liege, Liège, Belgium","Several recent works have highlighted hospital discharge as a good opportunity to deliver patient education (PE). Despite its constraints (overcrowding and unpredictable workload, in particular), the emergency department (ED) should be viewed as an opportune place for improving patient satisfaction and adherence to recommendations, and thus for preventing complications and early readmission, suggesting that better PE and health information could be one way to enhance patient safety. Building evidence on how best to organise and deliver effective PE poses many challenges, however. This paper gives an overview of the main issues (what we already know and prospects for research/clinical approaches) concerning PE in the ED: improving provider skills, ensuring PE continuity, developing educational materials, interprofessional collaboration, identifying specific educational needs for certain subgroups of patients, evaluating PE delivery, and identifying the most effective interventions. Future research will be needed to develop evidence-based guidelines for a comprehensive approach to PE. © 2019, Springer Nature B.V.","Article","Final","","Scopus","2-s2.0-85065161105"
"Suikkala A.; Koskinen S.; Katajisto J.; Leino-Kilpi H.","Suikkala, Arja (24072227600); Koskinen, Sanna (57197651954); Katajisto, Jouko (6701755345); Leino-Kilpi, Helena (7007019989)","24072227600; 57197651954; 6701755345; 7007019989","Congruence between nursing students’ and patients’ views of student–patient relationships","2021","Advances in Health Sciences Education","26","1","","79","115","36","13","10.1007/s10459-020-09972-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085323781&doi=10.1007%2fs10459-020-09972-z&partnerID=40&md5=85d98ba511036631c5e48246483e8ad7","Department of Nursing Science, University of Turku, Turku, Finland; Department of Mathematics and Statistics, University of Turku, Turku, Finland; Department of Nursing Science, University of Turku and Turku University Hospital, Turku, Finland; Department of Nursing Science, University of Turku, Turku, FI-20014, Finland","Suikkala A., Department of Nursing Science, University of Turku, Turku, Finland, Department of Nursing Science, University of Turku, Turku, FI-20014, Finland; Koskinen S., Department of Nursing Science, University of Turku, Turku, Finland; Katajisto J., Department of Mathematics and Statistics, University of Turku, Turku, Finland; Leino-Kilpi H., Department of Nursing Science, University of Turku and Turku University Hospital, Turku, Finland","The growing emphasis on learning with and from patients has shifted the focus from education and healthcare professionals to the student–patient relationship. The relationship between student and patient, with a supportive preceptor as a resource, can influence the progression and development of an authentic person-centred approach to care among students. The purpose of this study was to analyse the congruence between nursing students’ and patients’ views of their relationship during students’ clinical placement. The study compared data from cross-sectional matched cohort pairs of nursing students (n = 187) and patients (n = 187) in Finland. The data were collected between March 2015 and May 2016 using corresponding questionnaires and procedures in both cases. Both students’ and patients’ views were moderately or weakly congruent in terms of facilitative relationship, characterised as a mutually enriching relationship for both students and patients through dialogue. Patients, however, tended to see the relationship significantly more often as mechanistic, focusing on students learning practical skills, compared to students who saw the relationship more often as facilitative. Patients’ age and the reasons for care were the only background variables that predicted the congruence between students’ and patients’ views of their relationships. These findings suggest ways in which student–patient relationships can be made more meaningful in supporting learning in clinical education. © 2020, The Author(s).","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85085323781"
"Rachul C.; Varpio L.","Rachul, Christen (36508911300); Varpio, Lara (20735418900)","36508911300; 20735418900","More than words: how multimodal analysis can inform health professions education","2020","Advances in Health Sciences Education","25","5","","1087","1097","10","5","10.1007/s10459-020-10008-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094677793&doi=10.1007%2fs10459-020-10008-9&partnerID=40&md5=7e9f2ff2fb920a70fdedf17a268a4ab0","Rady Faculty of Health Sciences, University of Manitoba, S204, 750 Bannatyne Avenue, Winnipeg, R3E 0W2, MB, Canada; Department of Medicine, Uniformed Services University of the Health Sciences, Bethesda, United States","Rachul C., Rady Faculty of Health Sciences, University of Manitoba, S204, 750 Bannatyne Avenue, Winnipeg, R3E 0W2, MB, Canada; Varpio L., Department of Medicine, Uniformed Services University of the Health Sciences, Bethesda, United States","The contexts and methods for communicating in healthcare and health professions education (HPE) profoundly affect how we understand information, relate to others, and construct our identities. Multimodal analysis provides a method for exploring how we communicate using multiple modes—e.g., language, gestures, images—in concert with each other and within specific contexts. In this paper, we demonstrate how multimodal analysis helps us investigate the ways our communication practices shape healthcare and HPE. We provide an overview of the theoretical underpinnings, traditions, and methodologies of multimodal analysis. Then, we illustrate how to design and conduct a study using one particular approach to multimodal analysis, multimodal (inter)action analysis, using examples from a study focused on clinical reasoning and patient documentation. Finally, we suggest how multimodal analysis can be used to address a variety of HPE topics and contexts, highlighting the unique contributions multimodal analysis can offer to our field. © 2020, Springer Nature B.V.","Article","Final","","Scopus","2-s2.0-85094677793"
"Bulk L.Y.; Tikhonova J.; Gagnon J.M.; Battalova A.; Mayer Y.; Krupa T.; Lee M.; Nimmon L.; Jarus T.","Bulk, Laura Yvonne (57015636800); Tikhonova, Julia (57211443506); Gagnon, Jennifer M. (57190008910); Battalova, Alfiya (57195871596); Mayer, Yael (57211444227); Krupa, Terry (7004156163); Lee, Michael (55531882200); Nimmon, Laura (16053230900); Jarus, Tal (6603892877)","57015636800; 57211443506; 57190008910; 57195871596; 57211444227; 7004156163; 55531882200; 16053230900; 6603892877","Disabled healthcare professionals’ diverse, embodied, and socially embedded experiences","2020","Advances in Health Sciences Education","25","1","","111","129","18","37","10.1007/s10459-019-09912-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073968095&doi=10.1007%2fs10459-019-09912-6&partnerID=40&md5=dadb0a6b7f15bf0f563aaf2c642501da","University of British Columbia, Vancouver, Canada; Queen’s University, Ontario, Canada","Bulk L.Y., University of British Columbia, Vancouver, Canada; Tikhonova J., University of British Columbia, Vancouver, Canada; Gagnon J.M., University of British Columbia, Vancouver, Canada; Battalova A., University of British Columbia, Vancouver, Canada; Mayer Y., University of British Columbia, Vancouver, Canada; Krupa T., Queen’s University, Ontario, Canada; Lee M., University of British Columbia, Vancouver, Canada; Nimmon L., University of British Columbia, Vancouver, Canada; Jarus T., University of British Columbia, Vancouver, Canada","Disabled people are underrepresented within healthcare professions, although their participation has potential benefits for them personally, and for broader society. Disabled peoples’ participation in healthcare professions is limited by assumptions about disability. Little research explores how healthcare professions can be organized to support disabled peoples’ employment. Within a critical realist paradigm influenced by grounded theory, this study used interviews to explore the experiences of 56 disabled healthcare clinicians and students, and advance a conceptual taxonomy of disability experience within healthcare professions. Participants describe their experiences of disability in the healthcare professional context in terms of characteristics and dimensions of disability—how characteristics interact with factors within healthcare training and practice environments. We profile two particularly salient dimensions of the disability experience: visibility and onset of disability. These are developed to describe complexity and specificity of the experiences of individuals negotiating the healthcare context. Among participants there is extensive heterogeneity related to the experience of disability in healthcare professional contexts. Despite some having similar disability characteristics, no two individuals experience the same combination of characteristics and dimensions of disability. Given the complexity of experiences for disabled healthcare professionals/students, a taxonomy for conceptualizing this experience is presented. Readers are encouraged to consider the taxonomy through which they might conceptualize individual, embodied, and socially embedded experiences of disabled healthcare professionals and students. Stakeholders involved in healthcare professions and education should consider this shift in perspective, with a view to increasing access of disabled people to health professional practice. © 2019, Springer Nature B.V.","Article","Final","","Scopus","2-s2.0-85073968095"
"Delany C.; Kameniar B.; Lysk J.; Vaughan B.","Delany, Clare (6603127855); Kameniar, Barbara (27667630800); Lysk, Jayne (57214680179); Vaughan, Brett (16235143200)","6603127855; 27667630800; 57214680179; 16235143200","“Starting from a higher place”: linking Habermas to teaching and learning clinical reasoning in the emergency medicine context","2020","Advances in Health Sciences Education","25","4","","809","824","15","4","10.1007/s10459-020-09958-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078920603&doi=10.1007%2fs10459-020-09958-x&partnerID=40&md5=af094aaf3c35b2a063b301ea89818d45","Department of Medical Education, University of Melbourne, Grattan Street,, Melbourne, Parkville, 3010, VIC, Australia; Melbourne Graduate School of Education, University of Melbourne, Melbourne, Australia; Faculty of Education, University of Tasmania, Hobart, Australia","Delany C., Department of Medical Education, University of Melbourne, Grattan Street,, Melbourne, Parkville, 3010, VIC, Australia; Kameniar B., Melbourne Graduate School of Education, University of Melbourne, Melbourne, Australia, Faculty of Education, University of Tasmania, Hobart, Australia; Lysk J., Department of Medical Education, University of Melbourne, Grattan Street,, Melbourne, Parkville, 3010, VIC, Australia; Vaughan B., Department of Medical Education, University of Melbourne, Grattan Street,, Melbourne, Parkville, 3010, VIC, Australia","Teaching clinical reasoning in emergency medicine requires educators to foster diagnostic accuracy and judicious decision-making amidst chaotic ambient factors including clinician fatigue, high cognitive load, and diverse patient expectations. The current study applies the early work of Jurgen Habermas and his knowledge-constitutive interests as a lens to explore an educational approach where physician-educators were asked to make their expert reasoning visible to emergency medicine trainees, to more deliberately make visible and accessible the context-specific thinking that emergency physicians routinely use. An action research methodology was used. The ‘making thinking visible’ teaching approach was introduced to five emergency medicine educators working in large public hospital emergency departments. Participants were asked to trial this teaching method and document its impact on student learning over two reporting cycles. Based on written reports of trialing the teaching approach, participants identified a need to change from: (1) introducing thinking structures to cultivating enquiry; and, (2) providing explanations based on cognitive thinking routines towards encouraging the learner to see the relevance of the clinical context. Educators described how they developed a more diagnostic and reflexive approach to learners, recognized the need to cultivate independent thinking, and valued the opportunity to reflect on their usual teaching. Teaching clinical reasoning using the ‘making thinking visible’ approach prompted educators to decrease the emphasis on providing technical information to assisting learners to understand the purposes and meanings behind clinical reasoning in emergency medicine. The knowledge-constitutive interests work of Jurgen Habermas was found to provide a robust framework supporting this emancipatory teaching approach. © 2020, Springer Nature B.V.","Article","Final","","Scopus","2-s2.0-85078920603"
"Byerly L.K.; Floren L.C.; Yukawa M.; O’Brien B.C.","Byerly, Laura K. (57200544468); Floren, Leslie C. (6508194735); Yukawa, Michi (7005718721); O’Brien, Bridget C. (35332732200)","57200544468; 6508194735; 7005718721; 35332732200","Getting outside the box: exploring role fluidity in interprofessional student groups through the lens of activity theory","2021","Advances in Health Sciences Education","26","1","","253","275","22","6","10.1007/s10459-020-09983-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088540488&doi=10.1007%2fs10459-020-09983-w&partnerID=40&md5=29f8e27c80617b20047f71db0ae3dc1c","Division of General Internal Medicine and Geriatrics, Oregon Health and Science University, 3181 SW Sam Jackson Park Road, L-475, Portland, 97239, OR, United States; School of Pharmacy, University of California San Francisco, San Francisco, CA, United States; Division of Geriatrics, University of California San Francisco, San Francisco, CA, United States; Department of Medicine, University of California San Francisco, San Francisco, CA, United States","Byerly L.K., Division of General Internal Medicine and Geriatrics, Oregon Health and Science University, 3181 SW Sam Jackson Park Road, L-475, Portland, 97239, OR, United States; Floren L.C., School of Pharmacy, University of California San Francisco, San Francisco, CA, United States; Yukawa M., Division of Geriatrics, University of California San Francisco, San Francisco, CA, United States; O’Brien B.C., Department of Medicine, University of California San Francisco, San Francisco, CA, United States","Health professionals’ roles and scopes often overlap, creating a need for role clarity in interprofessional teamwork. Yet, such clarity does not mean roles are fixed within teams and some literature suggests role flexibility can enhance team functioning. Interprofessional practice competencies and learning activities often emphasize knowledge and definition of roles, but rarely attend to the dynamic nature of roles and influential contextual factors. This study explores role fluidity in interprofessional student groups using an activity theory framework. Using a collective instrumental case study approach, the authors examine the fluidity of one physical therapy (PT) student’s role within 3 different interprofessional (medical, pharmacy, PT) student groups completing nursing home patient care plans. Field notes, group debriefing interviews, and care plans were collected and coded from all care planning sessions. Codes mapped to group-specific activity systems that compared role-influencing interactions and tensions. The PT student’s role fluidity varied in each group’s activity system, influenced primarily by system tensions from implicit rules (e.g., encouraging questions), division of labor (e.g., rigid profession-based task assignment), and tool use (e.g., computers). Attention to modifiable system elements, such as tool use and explicit rules of inclusivity, could foster role fluidity and improve interprofessional teamwork and learning environments. © 2020, Springer Nature B.V.","Article","Final","","Scopus","2-s2.0-85088540488"
